,id,name,MP,GA,GA90,SoTA,Saves%,CS%,Gls,Ast,PK,PKatt,CrdY,CrdR,Sh,SoT%,G/Sh
0,a3b03921,Joe Willock,178,0,0.0,0.0,0.0,0.0,30,14,0,1,10,0,162,21.41851851851852,2.75
1,77e39b04,Francisco Trincao,136,0,0.0,0.0,0.0,0.0,20,12,0,0,6,0,179,28.933333333333334,1.1
2,172e52d8,Pontus Jansson,351,0,0.0,0.0,0.0,0.0,19,4,0,1,66,4,101,7.268,0.38
3,3353737a,Sergio Reguilon,134,0,0.0,0.0,0.0,0.0,5,16,0,0,27,1,98,14.605555555555554,0.34
4,6f7d826d,Douglas Luiz,205,0,0.0,0.0,0.0,0.0,11,12,0,0,47,2,174,28.540000000000003,1.3199999999999998
5,0b33f6ad,Mohammed Salisu,111,0,0.0,0.0,0.0,0.0,2,2,0,0,21,1,54,29.68,0.64
6,3ea50f67,Harvey Barnes,265,0,0.0,0.0,0.0,0.0,69,42,1,1,8,0,480,30.28846153846154,2.4400000000000004
7,17734ea0,Kayky Chagas,44,0,0.0,0.0,0.0,0.0,8,5,0,0,2,0,12,21.116666666666667,0.17
8,d79a8c87,Rob Holding,194,0,0.0,0.0,0.0,0.0,6,3,0,0,28,2,60,18.502857142857142,2.5
9,4468ec10,Demarai Gray,324,0,0.0,0.0,0.0,0.0,37,30,1,2,14,0,337,22.129411764705885,1.25
10,8aec0537,Pascal Gross,386,0,0.0,0.0,0.0,0.0,44,59,8,11,47,1,255,12.831034482758621,1.05
11,3b8674e6,Rodrigo Bentancur,280,0,0.0,0.0,0.0,0.0,9,25,0,0,62,3,163,12.565517241379311,0.8700000000000001
12,1000a059,Stuart McKinstry,61,0,0.0,0.0,0.0,0.0,8,8,0,0,9,0,24,6.659999999999999,0.17
13,f25b010f,Federico Fernandez,289,0,0.0,0.0,0.0,0.0,7,9,0,0,53,3,54,9.541379310344826,0.26
14,254147d4,Moussa Djenepo,140,0,0.0,0.0,0.0,0.0,17,7,0,0,27,2,66,19.5375,1.3
15,ce4246f5,Kurt Zouma,338,0,0.0,0.0,0.0,0.0,19,8,0,0,26,2,121,10.402857142857144,0.8600000000000001
16,83d074ff,Alexis Mac Allister,157,0,0.0,0.0,0.0,0.0,24,16,6,7,19,0,307,35.25,1.03
17,178ae8f8,Diogo Jota,294,0,0.0,0.0,0.0,0.0,98,32,1,1,47,2,485,36.73809523809524,2.8
18,ac05f970,Michail Antonio,462,0,0.0,0.0,0.0,0.0,110,69,1,2,48,3,471,15.694444444444445,1.7500000000000002
19,24f59bb2,Junior Firpo,121,0,0.0,0.0,0.0,0.0,8,12,0,0,33,0,60,15.878947368421052,1.81
20,be927d03,Ashley Young,620,0,0.0,0.0,0.0,0.0,72,98,5,8,107,3,102,7.5760000000000005,1.08
21,24fae784,Connor Roberts,260,0,0.0,0.0,0.0,0.0,14,20,0,0,25,1,136,20.181818181818183,0.65
22,f4e433d4,Tariq Lamptey,105,0,0.0,0.0,0.0,0.0,3,9,0,0,20,2,35,12.866666666666667,0.5
23,da052c14,Jordan Ayew,451,0,0.0,0.0,0.0,0.0,71,34,7,7,59,5,270,15.085714285714285,1.81
24,5eecec3d,John Stones,325,0,0.0,0.0,0.0,0.0,14,4,0,0,11,2,98,19.384615384615383,3.88
25,8d3c902d,Cheikhou Kouyate,518,0,0.0,0.0,0.0,0.0,24,18,0,0,58,6,117,14.608823529411765,1.7700000000000002
26,cee31595,James McArthur,489,0,0.0,0.0,0.0,0.0,37,39,0,2,77,1,134,12.057142857142855,1.1500000000000001
27,6cdd8245,Tom Cleverley,364,0,0.0,0.0,0.0,0.0,33,30,0,1,39,3,109,13.646666666666668,1.49
28,2691c772,Ashley Barnes,465,0,0.0,0.0,0.0,0.0,105,26,15,21,79,6,306,14.087878787878788,1.1700000000000002
29,7fcc71d8,Daniel Podence,189,0,0.0,0.0,0.0,0.0,28,21,0,0,26,1,159,27.211764705882352,1.38
30,19a9cb70,Kaide Gordon,13,0,0.0,0.0,0.0,0.0,5,0,0,1,0,0,7,27.78333333333333,0.33
31,d2424d1b,Ben Chilwell,202,0,0.0,0.0,0.0,0.0,12,19,0,0,18,2,125,24.355999999999998,1.2
32,2b91cf8e,Ciaran Clark,283,0,0.0,0.0,0.0,0.0,20,8,0,0,63,3,48,8.971428571428572,1.3199999999999998
33,f72293fc,Johann Berg Gudmundsson,404,0,0.0,0.0,0.0,0.0,41,53,1,1,27,1,196,15.093548387096776,0.49
34,2f90f6b8,James Milner,759,0,0.0,0.0,0.0,0.0,68,113,21,24,94,3,162,9.45,0.43000000000000005
35,f3354c07,Sam Greenwood,68,0,0.0,0.0,0.0,0.0,22,10,7,8,12,0,27,20.136363636363637,0.09
36,b217ef29,Joel Matip,418,0,0.0,0.0,0.0,0.0,32,14,0,0,48,2,112,10.876923076923077,2.0
37,84c5ceea,Tim Iroegbunam,50,0,0.0,0.0,0.0,0.0,1,1,0,0,19,1,30,4.6000000000000005,0.0
38,527f063d,Edinson Cavani,605,0,0.0,0.0,0.0,0.0,348,61,49,64,77,2,522,18.338461538461537,3.9399999999999995
39,43a166b4,Divock Origi,305,0,0.0,0.0,0.0,0.0,65,20,3,6,10,0,226,30.414285714285715,4.84
40,9328b835,Lukasz Fabianski,411,524,29.04,1781.0,72.50384615384615,39.580769230769235,0,1,0,0,11,1,0,0.0,0.0
41,38ceb24a,Leandro Trossard,287,0,0.0,0.0,0.0,0.0,83,32,6,8,17,1,254,26.983333333333334,0.8300000000000001
42,7a11550b,Joe Gomez,198,0,0.0,0.0,0.0,0.0,1,6,0,0,31,2,29,12.084375,0.0
43,5a4280b1,Kevin Long,165,0,0.0,0.0,0.0,0.0,10,5,0,0,25,4,37,17.978571428571428,2.43
44,3631ad41,Jeremy Ngakia,76,0,0.0,0.0,0.0,0.0,0,2,0,0,5,0,19,19.169999999999998,0.0
45,1265a93a,Reece James,204,0,0.0,0.0,0.0,0.0,17,25,1,1,26,1,180,25.470588235294116,1.28
46,dad4b285,Joel Veltman,313,0,0.0,0.0,0.0,0.0,13,14,0,0,56,9,58,8.055555555555555,0.48000000000000004
47,c1949191,Jarrad Branthwaite,59,0,0.0,0.0,0.0,0.0,3,0,0,0,3,1,15,8.928571428571429,0.5
48,67ca8566,Stuart Dallas,342,0,0.0,0.0,0.0,0.0,38,22,0,0,34,0,212,10.30909090909091,0.4700000000000001
49,f13d02a6,Helder Costa,254,0,0.0,0.0,0.0,0.0,33,35,5,6,18,0,190,32.63478260869565,1.2000000000000002
50,0420d84f,Seamus Coleman,386,0,0.0,0.0,0.0,0.0,24,24,0,0,38,2,73,11.216129032258065,0.48
51,529f49ab,Thomas Partey,338,0,0.0,0.0,0.0,0.0,29,16,0,0,91,4,256,23.136666666666667,1.02
52,bd6351cd,Joao Cancelo,310,0,0.0,0.0,0.0,0.0,15,38,0,0,58,5,283,15.225000000000001,0.9799999999999999
53,9ae9eaea,Fernando Marcal,276,0,0.0,0.0,0.0,0.0,3,15,0,0,75,12,58,10.73913043478261,0.1
54,3fe6bd8c,Paul Dummett,244,0,0.0,0.0,0.0,0.0,6,0,0,0,30,2,18,6.876190476190475,0.33
55,7a1f2c08,Jairo Riedewald,189,0,0.0,0.0,0.0,0.0,7,5,0,0,18,0,15,11.206896551724139,2.25
56,c47541e0,Bertrand Traore,287,0,0.0,0.0,0.0,0.0,77,33,0,0,33,0,383,28.064000000000007,2.1300000000000003
57,e541326e,Ethan Pinnock,233,0,0.0,0.0,0.0,0.0,11,8,0,0,12,1,83,23.49411764705882,0.9100000000000001
58,0f933743,Francisco Sierralta,111,0,0.0,0.0,0.0,0.0,4,0,0,0,32,0,34,12.325,0.44
59,2ff964a0,Aaron Lennon,555,0,0.0,0.0,0.0,0.0,40,65,0,0,27,1,58,5.938461538461539,0.92
60,3935e52e,Sead Kolasinac,299,0,0.0,0.0,0.0,0.0,13,28,0,0,52,0,88,13.42972972972973,2.7499999999999996
61,82c215a0,Marcus Forss,128,0,0.0,0.0,0.0,0.0,36,9,6,6,10,1,147,43.387499999999996,3.01
62,b579e83d,Oghenekaro Etebo,164,0,0.0,0.0,0.0,0.0,9,4,1,2,34,3,144,10.178571428571429,0.27
63,53cad200,Cesar Azpilicueta,641,0,0.0,0.0,0.0,0.0,17,50,0,0,81,3,142,13.809433962264151,2.9799999999999995
64,b9403c99,Isaac Price,49,0,0.0,0.0,0.0,0.0,4,4,0,0,14,0,1,0.0,0.0
65,c4486bac,Michael Olise,147,0,0.0,0.0,0.0,0.0,19,29,2,2,13,0,160,20.139999999999997,0.44000000000000006
66,2d5f03bf,Christoph Zimmermann,186,0,0.0,0.0,0.0,0.0,4,6,0,0,31,0,50,12.484210526315788,0.48
67,93cf32a8,Nicolas Nkoulou,427,0,0.0,0.0,0.0,0.0,12,1,0,0,68,4,41,5.639285714285713,0.8500000000000001
68,87f12e30,Sonny Perkins,24,0,0.0,0.0,0.0,0.0,14,1,1,1,1,0,3,25.0,1.0
69,eeb6551f,Ashley Fletcher,197,0,0.0,0.0,0.0,0.0,45,17,2,2,16,0,254,31.248,3.6400000000000006
70,c8aa95da,Fabian Schar,285,0,0.0,0.0,0.0,0.0,26,9,5,7,75,2,149,12.311538461538463,0.5
71,e0243d23,Taylor Richards,106,0,0.0,0.0,0.0,0.0,21,7,1,2,15,1,105,11.746153846153845,0.45
72,ca22ccb0,Hannibal Mejbri,64,0,0.0,0.0,0.0,0.0,5,15,1,2,25,2,9,28.571428571428573,0.0
73,2d760d7b,Bali Mumba,98,0,0.0,0.0,0.0,0.0,7,7,0,0,9,0,35,17.976470588235294,1.19
74,dc6c2f02,Chiquinho,27,0,0.0,0.0,0.0,0.0,3,5,0,0,5,0,25,18.75,0.15
75,e1df6989,Imran Louza,91,0,0.0,0.0,0.0,0.0,14,6,5,6,17,1,98,37.13333333333333,1.9500000000000002
76,197640fd,Timothy Castagne,274,0,0.0,0.0,0.0,0.0,15,17,0,0,26,2,84,23.735,2.5900000000000003
77,8a3c1dc7,Rico Henry,231,0,0.0,0.0,0.0,0.0,8,13,0,0,15,0,69,10.204761904761906,0.43
78,51cf8561,Oleksandr Zinchenko,199,0,0.0,0.0,0.0,0.0,4,24,0,0,14,1,108,12.323333333333332,0.42000000000000004
79,4fb9c88f,Curtis Jones,118,0,0.0,0.0,0.0,0.0,21,12,0,0,7,0,102,25.295238095238098,0.8900000000000001
80,b827d5b3,Marc Albrighton,387,0,0.0,0.0,0.0,0.0,26,52,0,0,48,1,150,22.017948717948716,3.54
81,1598599e,Nampalys Mendy,316,0,0.0,0.0,0.0,0.0,1,7,0,0,43,2,13,8.620689655172415,0.0
82,9deaf2c8,Keinan Davis,130,0,0.0,0.0,0.0,0.0,18,7,0,0,10,0,153,23.14736842105263,1.12
83,d102b8a2,Leo Fuhr Hjelde,34,0,0.0,0.0,0.0,0.0,1,0,0,0,9,0,7,21.428571428571427,0.25
84,f4290206,Marcos Alonso,368,0,0.0,0.0,0.0,0.0,41,29,0,0,69,4,344,20.597674418604644,1.84
85,2e4f5f03,Andrew Robertson,395,0,0.0,0.0,0.0,0.0,15,72,0,0,50,1,144,14.590625000000001,0.64
86,4bcf39f6,Neal Maupay,314,0,0.0,0.0,0.0,0.0,88,25,12,15,45,2,510,22.319230769230767,0.9800000000000002
87,6434f10d,Rodri,313,0,0.0,0.0,0.0,0.0,19,20,1,1,51,0,267,21.530000000000005,0.8300000000000001
88,f23f9d20,Tim Krul,398,566,31.209999999999997,1791.0,64.5962962962963,34.05185185185184,0,1,0,0,20,1,1,0.0,0.0
89,b9fbae28,NGolo Kante,376,0,0.0,0.0,0.0,0.0,18,26,0,0,50,1,157,11.962499999999999,0.68
90,531a4aa8,Yan Valery,115,0,0.0,0.0,0.0,0.0,2,6,0,0,16,2,24,14.036842105263156,0.33
91,e28868f3,Jonny Castro,340,0,0.0,0.0,0.0,0.0,10,16,0,0,66,2,119,11.582608695652175,0.55
92,6aa3e78b,Ryan Sessegnon,200,0,0.0,0.0,0.0,0.0,29,22,0,0,17,1,133,22.516666666666666,1.1900000000000002
93,7ed4921e,William Troost Ekong,243,0,0.0,0.0,0.0,0.0,8,1,0,0,27,3,48,11.473684210526315,1.0
94,a65c844b,Nuno Tavares,84,0,0.0,0.0,0.0,0.0,7,6,0,0,12,1,102,12.88888888888889,0.25
95,da8b19e2,John Ruddy,472,586,34.599999999999994,2085.0,67.42571428571428,34.84285714285714,0,1,0,0,10,1,1,0.0,0.0
96,47a34c4f,Mohamed Elneny,309,0,0.0,0.0,0.0,0.0,14,20,1,1,42,2,113,7.831578947368421,1.71
97,71ef519e,Matt Ritchie,499,0,0.0,0.0,0.0,0.0,95,88,7,12,69,0,175,7.191428571428571,0.33
98,29733c72,Juan Mata,597,0,0.0,0.0,0.0,0.0,127,117,10,10,45,1,195,21.668627450980395,2.4
99,c951a6df,Isaac Hayden,208,0,0.0,0.0,0.0,0.0,8,9,0,0,49,2,95,14.895,0.71
100,00f0482f,Shola Shoretire,61,0,0.0,0.0,0.0,0.0,21,13,2,2,16,1,4,3.125,0.0
101,c17bfb65,Joelinton,257,0,0.0,0.0,0.0,0.0,49,25,2,3,53,3,432,31.689999999999998,2.16
102,50e6dc35,Jean Philippe Mateta,167,0,0.0,0.0,0.0,0.0,61,5,4,4,13,1,241,28.872222222222224,1.54
103,17d45fb2,Ozan Tufan,242,0,0.0,0.0,0.0,0.0,26,25,2,2,33,2,222,15.521052631578947,0.6299999999999999
104,5eebbfdf,Kenedy,182,0,0.0,0.0,0.0,0.0,19,18,0,1,15,0,179,17.811111111111106,1.3000000000000003
105,ce5143da,Danny Welbeck,364,0,0.0,0.0,0.0,0.0,82,29,3,4,16,0,240,19.448717948717945,2.92
106,de112b84,Jacob Murphy,309,0,0.0,0.0,0.0,0.0,44,36,0,1,11,0,234,23.562068965517245,1.0500000000000003
107,e09f279b,Ivan Toney,351,0,0.0,0.0,0.0,0.0,145,47,24,25,79,5,458,24.52592592592592,2.07
108,68c720b5,Adam Armstrong,335,0,0.0,0.0,0.0,0.0,97,32,14,18,11,0,518,22.661538461538463,1.78
109,df8b52a5,Emerson,174,0,0.0,0.0,0.0,0.0,8,13,0,0,35,2,100,25.59375,1.4200000000000002
110,9e1035f8,Ferran Torres,191,0,0.0,0.0,0.0,0.0,37,23,2,2,20,1,276,29.66538461538461,2.83
111,7b4de647,Asmir Begovic,371,491,45.02,1581.0,61.93714285714285,31.11142857142857,1,1,0,0,18,0,1,0.0,0.0
112,235a62f8,Dominic Thompson,96,0,0.0,0.0,0.0,0.0,0,5,0,0,24,1,19,5.95,0.0
113,9f7c837d,Ben Godfrey,205,0,0.0,0.0,0.0,0.0,7,4,0,0,23,1,93,14.420833333333334,0.67
114,bc7dc64d,Bukayo Saka,180,0,0.0,0.0,0.0,0.0,36,39,3,3,20,0,270,27.520000000000003,1.25
115,099e666f,Jonjoe Kenny,187,0,0.0,0.0,0.0,0.0,2,17,0,0,23,1,44,4.6269230769230765,0.17
116,0442183b,Nathaniel Clyne,397,0,0.0,0.0,0.0,0.0,7,20,0,0,41,0,44,6.141935483870968,0.0
117,d0042ab9,Mason Holgate,196,0,0.0,0.0,0.0,0.0,7,9,0,0,39,3,66,19.632,1.3900000000000001
118,9a9c05db,Matthew Lowton,362,0,0.0,0.0,0.0,0.0,15,25,0,0,56,3,52,11.434615384615386,0.15000000000000002
119,5e105217,William Smallbone,81,0,0.0,0.0,0.0,0.0,9,10,2,2,4,0,35,23.307142857142857,0.61
120,0313a347,Ezri Konsa,247,0,0.0,0.0,0.0,0.0,7,3,0,0,39,3,63,14.066666666666666,0.76
121,8d03ca5a,Jamie Shackleton,111,0,0.0,0.0,0.0,0.0,2,3,0,0,6,0,26,13.035714285714286,0.25
122,31822f8c,Folarin Balogun,109,0,0.0,0.0,0.0,0.0,54,12,9,12,10,1,107,17.015384615384615,0.6900000000000001
123,0745b37d,Teemu Pukki,472,0,0.0,0.0,0.0,0.0,177,53,14,19,26,0,501,13.943333333333333,1.7399999999999998
124,b561db50,Raul Jimenez,354,0,0.0,0.0,0.0,0.0,103,42,17,18,36,3,443,21.523999999999997,1.23
125,2d61d13a,Ozan Kabak,121,0,0.0,0.0,0.0,0.0,10,4,0,0,30,2,68,23.957142857142856,1.65
126,d04b94db,Nelson Semedo,266,0,0.0,0.0,0.0,0.0,7,12,0,0,37,1,83,21.20416666666667,1.04
127,f0caab96,Toti Gomes,35,0,0.0,0.0,0.0,0.0,1,0,0,0,7,0,9,4.6875,0.13
128,b2c66859,Kasey McAteer,55,0,0.0,0.0,0.0,0.0,8,4,0,1,6,0,6,6.25,0.0
129,953c30b0,Jakob Sorensen,126,0,0.0,0.0,0.0,0.0,6,8,0,0,21,0,47,39.75454545454546,1.12
130,dc64b8b3,Liam Cooper,351,0,0.0,0.0,0.0,0.0,17,7,0,0,54,7,85,5.544827586206896,0.5
131,5515376c,Trevoh Chalobah,196,0,0.0,0.0,0.0,0.0,9,6,0,0,29,2,116,13.455000000000002,0.8800000000000001
132,17695062,Emile Smith Rowe,134,0,0.0,0.0,0.0,0.0,27,14,0,0,3,0,117,25.475,1.9999999999999998
133,b2f9c73e,Carney Chukwuemeka,53,0,0.0,0.0,0.0,0.0,3,5,0,0,3,0,10,16.666666666666668,0.0
134,5a7301ae,Leander Dendoncker,321,0,0.0,0.0,0.0,0.0,21,9,0,0,38,4,131,22.728,0.89
135,5ed9b537,Ibrahima Konate,142,0,0.0,0.0,0.0,0.0,7,2,0,0,26,0,53,13.966666666666667,1.87
136,9b398aea,Rayan Ait Nouri,96,0,0.0,0.0,0.0,0.0,4,9,0,0,12,0,56,30.672727272727276,0.5
137,240c8ab6,Daniel Chesters,68,0,0.0,0.0,0.0,0.0,3,7,0,0,6,1,6,12.0,0.0
138,dbf053da,Jadon Sancho,198,0,0.0,0.0,0.0,0.0,62,64,3,3,6,0,258,38.2,4.140000000000001
139,450ab6fc,Jamaal Lascelles,289,0,0.0,0.0,0.0,0.0,18,3,0,0,52,1,73,11.211538461538462,2.05
140,1c7012b8,Declan Rice,224,0,0.0,0.0,0.0,0.0,11,11,1,3,28,0,163,12.215,0.6100000000000001
141,58eee997,Mason Greenwood,136,0,0.0,0.0,0.0,0.0,39,12,1,1,4,0,250,41.43529411764706,1.7300000000000004
142,eaeca114,Nathan Ake,233,0,0.0,0.0,0.0,0.0,18,7,0,0,22,1,102,17.69714285714286,3.16
143,bf8fad51,Kortney Hause,182,0,0.0,0.0,0.0,0.0,10,3,0,0,17,0,43,5.961538461538462,0.95
144,ed1e53f3,Phil Foden,205,0,0.0,0.0,0.0,0.0,60,41,0,0,8,1,338,42.333333333333336,4.16
145,56f7a928,Youri Tielemans,421,0,0.0,0.0,0.0,0.0,63,55,19,23,51,0,363,22.04,1.4100000000000004
146,cd1acf9d,Trent Alexander Arnold,263,0,0.0,0.0,0.0,0.0,18,64,0,0,33,0,277,19.183999999999997,1.09
147,e61b8aee,Granit Xhaka,467,0,0.0,0.0,0.0,0.0,28,36,1,1,124,11,259,19.865000000000002,1.9300000000000002
148,c393a6c4,Andrew Omobamidele,60,0,0.0,0.0,0.0,0.0,3,0,0,0,9,1,7,25.0,1.0
149,2f6ec02a,Kieran Dowell,184,0,0.0,0.0,0.0,0.0,33,20,2,2,21,0,187,22.85454545454546,1.71
150,f7b1d4e0,Saman Ghoddos,243,0,0.0,0.0,0.0,0.0,53,30,2,3,29,0,136,20.04285714285714,0.7699999999999999
151,e58a03c6,Dwight Gayle,306,0,0.0,0.0,0.0,0.0,102,24,7,9,22,1,241,12.465384615384616,0.6200000000000001
152,75a72a99,Ricardo Pereira,266,0,0.0,0.0,0.0,0.0,14,27,0,0,39,0,111,10.31,1.5700000000000003
153,076bb352,Liam McCarron,58,0,0.0,0.0,0.0,0.0,4,2,0,0,5,0,2,0.0,0.0
154,ff527768,Mark Noble,521,0,0.0,0.0,0.0,0.0,57,48,36,41,105,5,77,9.83714285714286,0.38
155,7ba2eaa9,Pedro Neto,106,0,0.0,0.0,0.0,0.0,11,11,0,0,15,0,125,24.921428571428574,0.45
156,a8d4428b,Josh Sargent,138,0,0.0,0.0,0.0,0.0,29,11,0,0,13,0,192,38.300000000000004,2.16
157,21166ff4,Caglar Soyuncu,183,0,0.0,0.0,0.0,0.0,4,2,0,0,30,3,66,19.327272727272728,0.4
158,1daec722,Marc Cucurella,218,0,0.0,0.0,0.0,0.0,8,17,0,0,42,0,114,19.27333333333333,1.2600000000000002
159,cde3309f,Karl Darlow,225,295,25.45,820.0,59.93333333333334,22.914285714285715,0,0,0,0,15,0,0,0.0,0.0
160,bfdb33aa,Ismaila Sarr,227,0,0.0,0.0,0.0,0.0,55,27,4,6,21,0,385,23.9,1.69
161,e0bc6fdc,Emerson Palmieri,182,0,0.0,0.0,0.0,0.0,6,11,0,0,15,1,113,22.196666666666662,0.93
162,8b04d6c1,Pierre Hojbjerg,334,0,0.0,0.0,0.0,0.0,17,24,0,0,57,2,252,17.45142857142857,1.3199999999999998
163,9fbbcf39,Romain Saiss,361,0,0.0,0.0,0.0,0.0,21,7,0,0,93,1,150,12.51304347826087,0.9700000000000001
164,867239d3,Paul Pogba,404,0,0.0,0.0,0.0,0.0,72,80,10,16,69,4,475,19.647368421052633,1.5000000000000002
165,dea698d9,Cristiano Ronaldo,865,0,0.0,0.0,0.0,0.0,652,185,121,140,111,10,1599,13.489285714285714,2.2500000000000004
166,ea6bc03a,Robin Koch,176,0,0.0,0.0,0.0,0.0,5,2,0,0,23,0,94,22.13125,1.27
167,efb9215a,Jamal Lewis,137,0,0.0,0.0,0.0,0.0,2,5,0,0,19,0,42,15.886666666666667,1.11
168,8c12f884,Jon Rowe,41,0,0.0,0.0,0.0,0.0,10,7,1,1,2,0,4,41.675,0.0
169,8a7ff278,Joel Ward,428,0,0.0,0.0,0.0,0.0,12,8,0,0,54,1,43,13.703703703703704,0.5
170,f8fcd2a5,Jonny Evans,442,0,0.0,0.0,0.0,0.0,19,13,0,0,64,3,83,10.965,1.8000000000000003
171,dc6f5bdd,Calum Chambers,222,0,0.0,0.0,0.0,0.0,10,9,0,0,35,1,95,14.345161290322583,2.14
172,c691bfe2,Sadio Mane,451,0,0.0,0.0,0.0,0.0,191,78,1,4,65,7,686,34.54411764705883,4.32
173,1137759d,Sergi Canos,252,0,0.0,0.0,0.0,0.0,38,29,0,0,33,2,365,21.795454545454547,1.1800000000000002
174,0db5d2c8,Mathias Jorgensen,390,0,0.0,0.0,0.0,0.0,23,5,0,0,65,4,52,13.190909090909091,2.3000000000000003
175,f5deef4c,Victor Lindelof,300,0,0.0,0.0,0.0,0.0,5,8,0,0,27,0,32,10.351612903225806,0.55
176,9e525177,Aaron Wan Bissaka,185,0,0.0,0.0,0.0,0.0,2,14,0,0,21,2,34,7.855555555555556,0.29
177,1b84dbe1,Lucas Digne,341,0,0.0,0.0,0.0,0.0,15,36,1,1,45,3,118,13.471428571428573,3.04
