,id,name,MP,GA,GA90,SoTA,Saves%,CS%,Gls,Ast,PK,PKatt,CrdY,CrdR,Sh,SoT%,G/Sh
362,e7ca0439,James Tomkins,352,0,0.0,0.0,0.0,0.0,18,9,0,0,57,3,82,10.879310344827585,0.74
363,beb391dd,Maxwel Cornet,297,0,0.0,0.0,0.0,0.0,55,31,0,1,25,2,303,25.637931034482754,2.69
364,e7ee38c3,Robin Olsen,241,278,36.41,973.0,66.33076923076922,31.323076923076922,0,0,0,0,9,1,0,0.0,0.0
365,a1d5bd30,Marcus Rashford,335,0,0.0,0.0,0.0,0.0,112,53,10,12,30,1,682,36.76875,3.5900000000000007
366,6dfd8f05,Romain Perraud,146,0,0.0,0.0,0.0,0.0,13,12,0,0,18,0,125,20.162499999999998,1.4600000000000002
367,f1e94cd6,Nathan Tella,110,0,0.0,0.0,0.0,0.0,25,13,2,2,13,1,87,19.3,0.8600000000000001
368,3ae14ed1,Trezeguet,205,0,0.0,0.0,0.0,0.0,53,30,4,5,20,4,428,19.125,0.85
369,6c6a3300,Milot Rashica,241,0,0.0,0.0,0.0,0.0,42,38,4,5,10,0,300,25.172222222222224,0.9700000000000002
370,df3cda47,Dejan Kulusevski,154,0,0.0,0.0,0.0,0.0,26,32,1,1,17,0,190,36.04705882352941,1.92
371,984a5a64,Kyle Walker Peters,143,0,0.0,0.0,0.0,0.0,7,13,0,0,19,0,75,8.368181818181819,0.8600000000000001
372,6613c819,Tomas Soucek,279,0,0.0,0.0,0.0,0.0,55,11,8,9,40,1,209,22.294736842105262,0.7
373,f63d8a4b,Todd Cantwell,168,0,0.0,0.0,0.0,0.0,20,14,3,3,26,0,176,17.923529411764704,0.6
374,862a1c15,Miguel Almiron,250,0,0.0,0.0,0.0,0.0,47,31,5,6,19,0,459,22.409523809523808,1.28
375,b8d22478,Samuel Kalu,148,0,0.0,0.0,0.0,0.0,21,19,0,1,25,3,149,21.907142857142855,0.6
376,fa031b34,Richarlison,257,0,0.0,0.0,0.0,0.0,71,22,6,7,41,2,571,30.9,2.6
377,a53649b7,Eddie Nketiah,176,0,0.0,0.0,0.0,0.0,64,10,0,2,9,1,208,34.28620689655172,3.99
378,30d4a2e5,Vitaliy Mykolenko,153,0,0.0,0.0,0.0,0.0,8,15,0,0,21,0,33,19.542857142857144,0.5
379,6afaebf2,Bryan Mbeumo,195,0,0.0,0.0,0.0,0.0,48,30,3,3,21,0,279,29.279999999999998,1.6300000000000001
380,9c94165b,Luke Shaw,300,0,0.0,0.0,0.0,0.0,4,23,0,0,65,1,99,18.571428571428573,0.4800000000000001
381,0ef89a37,Philippe Coutinho,438,0,0.0,0.0,0.0,0.0,105,70,6,6,25,2,570,18.3219512195122,1.7100000000000004
382,8d62d31a,Joe Rodon,121,0,0.0,0.0,0.0,0.0,1,1,0,0,9,1,33,3.375,0.14
383,e514ab62,Matt Targett,202,0,0.0,0.0,0.0,0.0,6,14,1,1,23,0,61,10.684000000000001,0.65
384,e7aa9d7c,Fabio Silva,107,0,0.0,0.0,0.0,0.0,14,8,3,3,10,0,164,31.083333333333332,0.32
385,282679b4,Mateusz Klich,358,0,0.0,0.0,0.0,0.0,46,42,11,13,64,2,255,12.944,0.7
386,ab070c55,Christian Benteke,440,0,0.0,0.0,0.0,0.0,136,37,10,18,53,7,375,13.515151515151516,0.52
387,dd897ee7,Liam Delap,64,0,0.0,0.0,0.0,0.0,36,8,1,2,12,1,47,22.84166666666667,1.08
388,ad1f61f3,Steven Alzate,123,0,0.0,0.0,0.0,0.0,10,7,0,0,11,0,30,27.984210526315792,3.3400000000000003
389,21a66f6a,Harry Kane,461,0,0.0,0.0,0.0,0.0,271,56,37,42,46,1,1028,25.485365853658532,4.410000000000001
390,4b511457,Oriol Romeu,362,0,0.0,0.0,0.0,0.0,10,7,0,0,96,0,148,10.502702702702702,0.4
391,9a71e978,Ki Jana Hoever,56,0,0.0,0.0,0.0,0.0,1,4,0,0,4,1,13,3.3333333333333335,0.5
392,e9254eec,Grant Hanley,377,0,0.0,0.0,0.0,0.0,15,7,0,0,70,4,105,13.939285714285715,1.34
393,420d7c7d,Luke Ayling,490,0,0.0,0.0,0.0,0.0,14,37,0,0,81,5,138,4.2333333333333325,0.27
394,67ac5bb8,Gabriel Dos Santos,177,0,0.0,0.0,0.0,0.0,13,2,0,0,34,2,102,13.79166666666667,0.8200000000000001
395,cc70a1d5,Jack Butland,291,388,26.98,1226.0,53.72608695652173,26.491304347826084,0,0,0,0,4,0,0,0.0,0.0
396,eb7822d7,Nemanja Matic,477,0,0.0,0.0,0.0,0.0,22,30,0,0,94,5,102,14.16,1.0699999999999998
397,7e003182,Finley Stevens,15,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
398,ac0d576d,Jeremy Sarmiento,22,0,0.0,0.0,0.0,0.0,1,2,0,0,2,0,8,6.666666666666667,0.0
399,89d10e53,Danny Rose,283,0,0.0,0.0,0.0,0.0,10,24,0,0,64,2,58,3.361764705882353,0.09
400,507c7bdf,Bruno Fernandes,413,0,0.0,0.0,0.0,0.0,128,99,38,41,80,2,820,25.46774193548387,1.9500000000000004
401,35e413f1,Ben White,223,0,0.0,0.0,0.0,0.0,3,12,0,0,29,1,54,8.215789473684211,0.05
402,b400bde0,Raheem Sterling,480,0,0.0,0.0,0.0,0.0,159,93,3,7,53,2,674,30.007317073170732,4.3100000000000005
403,3f70db80,Kristoffer Klaesson,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
404,9674002f,Mason Mount,283,0,0.0,0.0,0.0,0.0,56,51,2,3,28,0,484,31.879166666666663,1.17
405,11ff3d56,Ibrahima Diallo,133,0,0.0,0.0,0.0,0.0,1,3,0,0,21,0,44,7.311764705882353,0.2
406,119b9a8e,Aymeric Laporte,378,0,0.0,0.0,0.0,0.0,21,6,0,0,76,7,164,11.635897435897435,1.59
407,f99b71de,Edo Kayembe,110,0,0.0,0.0,0.0,0.0,4,4,0,0,13,0,75,8.26,0.17
408,38c7feef,Alex Oxlade Chamberlain,360,0,0.0,0.0,0.0,0.0,44,45,0,0,14,0,233,17.146666666666665,1.9200000000000004
409,48a5a5d6,Martinelli,112,0,0.0,0.0,0.0,0.0,25,15,1,1,10,1,183,26.413333333333334,1.2000000000000002
410,fc027d02,Luke Thomas,99,0,0.0,0.0,0.0,0.0,3,6,0,0,14,0,24,6.8352941176470585,0.47000000000000003
411,36c2ca73,Alex McCarthy,292,398,34.580000000000005,1306.0,53.53214285714285,28.54285714285714,0,0,0,0,8,2,0,0.0,0.0
412,1961b2aa,Andre Gomes,298,0,0.0,0.0,0.0,0.0,16,16,0,0,63,2,152,12.138709677419355,0.6900000000000001
413,849c826a,Andriy Yarmolenko,406,0,0.0,0.0,0.0,0.0,134,81,16,17,55,4,144,15.005714285714287,1.49
414,903b6e8b,Jose Sa,206,158,22.090000000000003,509.0,54.42941176470589,25.594117647058823,0,1,0,0,14,0,0,0.0,0.0
415,1cb49278,Andreas Christensen,256,0,0.0,0.0,0.0,0.0,9,4,0,0,18,1,74,16.961764705882356,1.98
416,ab13a5aa,Vicente Guaita,388,479,29.209999999999997,1618.0,72.17272727272729,29.790909090909096,0,0,0,0,25,0,0,0.0,0.0
417,e0d1510a,Cody Drameh,103,0,0.0,0.0,0.0,0.0,2,17,0,0,13,1,7,2.2,0.0
418,01962d0d,Joe Gelhardt,90,0,0.0,0.0,0.0,0.0,21,9,5,10,12,0,59,22.338461538461537,0.15
419,28300a16,Jason Steele,303,378,23.259999999999998,1162.0,51.196000000000005,27.692000000000004,0,0,0,0,10,2,0,0.0,0.0
420,27c01749,Aaron Connolly,116,0,0.0,0.0,0.0,0.0,33,4,0,0,5,0,133,23.93529411764706,0.98
421,2fba6108,Anthony Elanga,80,0,0.0,0.0,0.0,0.0,17,8,1,1,1,1,41,18.907692307692308,0.85
422,44bfb6c5,Ruben Neves,311,0,0.0,0.0,0.0,0.0,31,14,7,9,71,2,427,10.239130434782608,0.45
423,df0a4c90,Christian Norgaard,236,0,0.0,0.0,0.0,0.0,13,17,0,0,42,0,84,18.2625,0.55
424,4b40d9ca,Nick Pope,276,283,24.05,1099.0,60.06666666666667,30.325,0,0,0,0,10,0,0,0.0,0.0
425,9a28eba4,Adama Traore,338,0,0.0,0.0,0.0,0.0,28,50,0,0,32,3,244,19.416666666666664,1.2500000000000002
426,77cf6852,Emil Krafth,247,0,0.0,0.0,0.0,0.0,6,11,0,0,21,2,40,16.069565217391304,0.24000000000000002
427,99813635,Adam Lallana,489,0,0.0,0.0,0.0,0.0,74,61,0,0,35,1,136,8.583783783783785,1.16
428,f4d296e4,Pascal Struijk,92,0,0.0,0.0,0.0,0.0,5,3,0,0,15,1,43,13.418181818181818,0.33
429,f5a00fa4,Joao Moutinho,722,0,0.0,0.0,0.0,0.0,46,99,9,10,99,1,151,6.868750000000001,0.43000000000000005
430,653ee42d,Dale Stephens,411,0,0.0,0.0,0.0,0.0,37,28,3,3,72,4,69,6.918518518518518,0.59
431,4f974391,Aaron Cresswell,514,0,0.0,0.0,0.0,0.0,21,57,0,0,46,6,115,4.493939393939393,0.33999999999999997
432,f9682888,Nathan Young Coombes,13,0,0.0,0.0,0.0,0.0,3,3,0,0,0,0,8,33.333333333333336,0.5
433,c931d9f9,Daniel James,177,0,0.0,0.0,0.0,0.0,21,21,0,0,16,1,250,39.452173913043474,3.0700000000000007
434,bba30585,Diego Llorente,248,0,0.0,0.0,0.0,0.0,18,2,0,0,55,4,96,15.719230769230771,1.49
435,45685411,Jesuran Rak Sakyi,66,0,0.0,0.0,0.0,0.0,27,10,1,1,4,0,59,35.58571428571428,0.15
436,758dd7f0,Javier Manquillo,198,0,0.0,0.0,0.0,0.0,2,10,0,0,24,0,15,11.110000000000001,0.5800000000000001
437,7aee4dd3,Charlie Goode,157,0,0.0,0.0,0.0,0.0,9,3,0,0,32,1,58,14.054545454545455,0.22000000000000003
438,60344e4f,Josh Dasilva,164,0,0.0,0.0,0.0,0.0,22,16,1,1,7,2,137,16.507142857142856,0.8999999999999999
439,15f3ec41,Callum Hudson Odoi,160,0,0.0,0.0,0.0,0.0,25,25,3,3,3,0,158,30.479999999999997,2.02
440,6cc47ae1,Jurgen Locadia,259,0,0.0,0.0,0.0,0.0,67,30,8,10,13,0,166,14.927586206896551,0.8200000000000001
441,1fb1c435,Rodrigo,418,0,0.0,0.0,0.0,0.0,119,52,5,9,49,6,507,15.302857142857146,2.03
442,cc3b8e78,Luke Cundle,69,0,0.0,0.0,0.0,0.0,8,12,0,0,6,0,10,7.5,0.13
443,3e9e06cb,Craig Dawson,435,0,0.0,0.0,0.0,0.0,49,9,0,0,69,2,172,18.700000000000003,2.24
444,f833a830,Takumi Minamino,275,0,0.0,0.0,0.0,0.0,69,31,0,0,19,0,305,32.17857142857143,3.84
445,afed6722,Valentino Livramento,58,0,0.0,0.0,0.0,0.0,4,7,0,0,6,1,12,5.0,0.08
446,3c33f9d9,Przemyslaw Placheta,103,0,0.0,0.0,0.0,0.0,12,4,0,0,5,0,55,31.65,0.13
447,90f91999,John McGinn,351,0,0.0,0.0,0.0,0.0,30,41,0,0,77,1,272,15.89375,0.25
448,2b16cb1a,Allan Saint Maximin,252,0,0.0,0.0,0.0,0.0,28,32,1,2,14,1,362,17.932000000000002,0.8600000000000001
449,68dc0dac,Mohamed Elyounoussi,323,0,0.0,0.0,0.0,0.0,88,42,1,2,23,1,256,27.717391304347824,1.8
450,892d5bb1,Riyad Mahrez,455,0,0.0,0.0,0.0,0.0,127,95,20,28,19,0,652,29.81538461538462,3.5500000000000003
451,1900032e,Jannik Vestergaard,310,0,0.0,0.0,0.0,0.0,20,1,0,0,37,1,135,12.661290322580646,0.45
452,a8c19eb8,Nathan Collins,116,0,0.0,0.0,0.0,0.0,5,1,0,0,14,4,29,11.106666666666667,0.46
453,19e50035,Freddie Woodman,183,191,19.75,579.0,49.611111111111114,20.905555555555555,0,0,0,0,5,0,0,0.0,0.0
454,1770bd68,Ken Sema,270,0,0.0,0.0,0.0,0.0,31,38,0,0,22,0,94,13.673684210526313,1.09
455,19f4d211,Jaden Philogene Bidace,62,0,0.0,0.0,0.0,0.0,15,4,2,2,3,0,54,14.700000000000001,1.12
456,82927de4,Pablo Fornals,316,0,0.0,0.0,0.0,0.0,36,39,0,0,28,0,404,29.42173913043478,2.5100000000000002
457,9dbb75ca,Alexandre Lacazette,478,0,0.0,0.0,0.0,0.0,203,60,36,42,54,3,543,21.326829268292684,3.7999999999999994
458,21945a9e,Dane Scarlett,47,0,0.0,0.0,0.0,0.0,6,3,1,2,5,0,46,14.166666666666666,0.08
459,a29b1131,Steven Bergwijn,264,0,0.0,0.0,0.0,0.0,61,44,3,3,29,0,280,21.21538461538461,1.2600000000000002
460,1a4ef233,Daniel Amartey,225,0,0.0,0.0,0.0,0.0,8,2,0,0,29,5,36,14.664285714285713,0.73
461,819aa8e7,Ayoze Perez,344,0,0.0,0.0,0.0,0.0,79,33,1,1,24,1,277,26.71333333333333,2.08
462,d0b3ceb9,Ben Foster,490,678,29.949999999999996,2284.0,67.91538461538462,33.39230769230769,0,1,0,0,16,1,3,3.8461538461538463,0.0
463,b2d31e83,Dan Burn,376,0,0.0,0.0,0.0,0.0,15,6,0,0,73,1,83,8.896153846153847,0.73
464,914ab9a1,Christian Kabasele,254,0,0.0,0.0,0.0,0.0,16,5,0,0,33,4,58,5.995454545454544,0.66
465,cc700722,Allan,374,0,0.0,0.0,0.0,0.0,13,38,0,0,61,2,117,9.184615384615386,0.39
466,282f75f3,Lewis Dunk,384,0,0.0,0.0,0.0,0.0,25,11,0,0,80,9,151,14.085185185185185,0.78
467,8449d35e,Vitaly Janelt,165,0,0.0,0.0,0.0,0.0,12,9,0,0,25,0,86,12.9125,0.9500000000000001
468,01226327,Ryan Bertrand,449,0,0.0,0.0,0.0,0.0,9,22,1,1,64,2,89,7.638888888888889,0.56
469,d0706b27,Marc Guehi,153,0,0.0,0.0,0.0,0.0,5,1,0,0,21,0,48,13.084615384615384,0.78
470,da7b447d,Davinson Sanchez,270,0,0.0,0.0,0.0,0.0,12,3,0,0,34,1,77,10.006896551724138,1.22
471,c596fcb0,Callum Wilson,322,0,0.0,0.0,0.0,0.0,118,35,16,19,42,1,348,20.7375,2.37
472,471f16b3,Kenny McLean,424,0,0.0,0.0,0.0,0.0,50,32,12,13,45,3,168,24.612499999999997,1.34
473,7f3b388c,Fabinho,441,0,0.0,0.0,0.0,0.0,39,20,21,22,93,0,161,14.628571428571428,1.13
474,6d5701f2,Yerry Mina,198,0,0.0,0.0,0.0,0.0,25,4,0,0,37,1,102,28.722727272727273,2.95
475,77e84962,Thiago Alcantara,412,0,0.0,0.0,0.0,0.0,40,53,0,0,55,1,238,14.759090909090908,2.6199999999999997
476,9f1938ab,Adam Forshaw,296,0,0.0,0.0,0.0,0.0,14,16,5,6,33,2,93,9.525,0.0
477,935e6b8f,Jordan Henderson,527,0,0.0,0.0,0.0,0.0,37,64,1,1,53,2,165,7.839024390243902,0.6100000000000001
478,b2bc3b1f,Wilfried Zaha,447,0,0.0,0.0,0.0,0.0,84,48,7,11,72,4,425,14.153846153846153,1.2799999999999998
479,3a24769f,Ross Barkley,327,0,0.0,0.0,0.0,0.0,48,34,3,5,27,0,324,19.064864864864862,1.6100000000000003
480,26d3b5be,Ellis Simms,94,0,0.0,0.0,0.0,0.0,36,4,0,0,5,0,121,11.200000000000001,0.51
481,4115ce4e,Jan Bednarek,215,0,0.0,0.0,0.0,0.0,8,6,0,0,48,2,48,13.960869565217392,1.4500000000000002
482,7314bba4,Shane Duffy,311,0,0.0,0.0,0.0,0.0,21,15,0,0,57,4,140,14.566666666666666,1.1300000000000001
483,fed7cb61,Kai Havertz,277,0,0.0,0.0,0.0,0.0,76,40,7,7,24,0,467,32.71923076923077,3.2400000000000007
484,9a104dee,Cenk Tosun,323,0,0.0,0.0,0.0,0.0,116,37,18,19,35,1,306,28.31785714285714,2.63
485,6c203af0,Yves Bissouma,201,0,0.0,0.0,0.0,0.0,10,4,0,0,44,2,207,11.536842105263158,0.7000000000000001
486,def899bd,Phil Jones,255,0,0.0,0.0,0.0,0.0,5,7,0,0,32,0,16,8.816129032258065,1.0
487,0f134faf,Mathias Jensen,217,0,0.0,0.0,0.0,0.0,21,34,2,2,18,0,109,11.793750000000001,0.31
488,c067631c,Ryan Fredericks,240,0,0.0,0.0,0.0,0.0,4,20,0,0,54,1,44,15.546428571428573,1.45
489,e73c9bb2,Alex Telles,298,0,0.0,0.0,0.0,0.0,26,59,15,19,42,7,141,17.342307692307692,2.2
490,86dd77d1,Kyle Walker,516,0,0.0,0.0,0.0,0.0,11,40,0,0,75,3,121,11.375,2.22
491,57df7a11,Arthur Masuaku,244,0,0.0,0.0,0.0,0.0,6,23,0,0,40,2,49,13.670370370370371,0.88
492,79300479,Martin Odegaard,225,0,0.0,0.0,0.0,0.0,39,41,1,1,16,0,267,23.311111111111117,1.1300000000000001
493,66b76d44,Emi Buendia,252,0,0.0,0.0,0.0,0.0,39,61,1,1,34,5,324,24.52777777777778,0.5399999999999999
494,f127d782,Alvaro Fernandez,105,130,8.1,344.0,55.53000000000001,33.87,0,0,0,0,3,0,1,0.0,0.0
495,9f8e9423,Raphael Varane,411,0,0.0,0.0,0.0,0.0,17,8,0,0,28,2,129,13.625641025641025,1.82
496,f2bf1b0f,Che Adams,314,0,0.0,0.0,0.0,0.0,82,24,2,2,17,3,371,36.42962962962963,2.65
497,2c44a35d,Emmanuel Dennis,189,0,0.0,0.0,0.0,0.0,41,18,0,1,36,2,146,25.44736842105263,1.36
498,74b2cd7e,Angelo Ogbonna,413,0,0.0,0.0,0.0,0.0,14,2,0,0,57,2,71,15.218181818181819,1.9800000000000002
499,fb614c44,James Justin,184,0,0.0,0.0,0.0,0.0,11,12,0,0,9,0,41,14.285714285714286,2.45
500,e342ad68,Mohamed Salah,473,0,0.0,0.0,0.0,0.0,230,99,24,27,12,1,1077,23.16590909090909,3.99
501,ae59b359,Boubakary Soumare,158,0,0.0,0.0,0.0,0.0,1,5,0,0,16,2,28,10.205000000000002,0.33
502,e717705a,Alex Kral,142,0,0.0,0.0,0.0,0.0,2,10,0,0,13,0,62,6.179999999999999,0.17
503,6622454d,Hakim Ziyech,344,0,0.0,0.0,0.0,0.0,100,110,6,9,42,2,531,24.46923076923077,2.0500000000000003
504,45db685d,Jorginho,454,0,0.0,0.0,0.0,0.0,44,29,35,40,81,2,106,11.038461538461538,0.24
505,8df7a2fb,Ben Mee,399,0,0.0,0.0,0.0,0.0,15,11,0,0,70,1,138,21.6,0.58
506,9f472354,Shane Long,545,0,0.0,0.0,0.0,0.0,107,43,10,14,40,1,202,23.126315789473686,2.4800000000000004
507,2886c9b5,Shandon Baptiste,91,0,0.0,0.0,0.0,0.0,5,5,0,0,12,2,42,25.478571428571428,1.53
508,89e4b358,Craig Cathcart,398,0,0.0,0.0,0.0,0.0,12,8,0,0,39,0,32,8.339130434782609,0.43000000000000005
509,53af52f3,Kasper Schmeichel,645,733,37.27,2571.0,66.03513513513514,31.097297297297303,0,0,0,0,26,1,2,0.0,0.0
510,6ca5ec4b,Alex Iwobi,271,0,0.0,0.0,0.0,0.0,23,35,0,0,6,0,268,25.196551724137933,1.7000000000000002
511,4ab53cdb,Jay Rodriguez,458,0,0.0,0.0,0.0,0.0,127,32,17,19,35,1,436,27.03870967741935,3.5399999999999996
512,92e7e919,Son Heung min,503,0,0.0,0.0,0.0,0.0,183,81,2,3,25,4,702,29.470000000000006,4.28
513,4c370d81,Roberto Firmino,486,0,0.0,0.0,0.0,0.0,145,95,5,9,42,0,647,26.930555555555557,2.71
514,dc7f8a28,Cole Palmer,56,0,0.0,0.0,0.0,0.0,24,11,0,0,4,0,34,26.685714285714287,0.8700000000000001
515,82518f62,Bruno Guimaraes,192,0,0.0,0.0,0.0,0.0,19,15,1,1,34,1,156,32.705555555555556,2.24
516,fce2302c,Kieran Tierney,235,0,0.0,0.0,0.0,0.0,11,35,0,0,19,0,70,10.830769230769231,0.9900000000000001
517,132a82f1,Wesley Fofana,86,0,0.0,0.0,0.0,0.0,4,0,0,0,24,1,34,18.985714285714288,2.64
518,79c84d1c,Jarrod Bowen,271,0,0.0,0.0,0.0,0.0,89,34,6,9,19,0,556,28.879999999999995,2.2999999999999994
519,a0666d3e,Will Hughes,332,0,0.0,0.0,0.0,0.0,19,27,0,0,61,0,109,14.48,0.9100000000000001
520,2bc28bb9,Tyler Morton,75,0,0.0,0.0,0.0,0.0,6,11,0,0,16,1,16,3.177777777777778,0.0
521,d56543a0,Ryan Fraser,306,0,0.0,0.0,0.0,0.0,32,43,0,0,22,1,210,18.464285714285715,0.9700000000000001
522,cea4ee8f,Dele Alli,370,0,0.0,0.0,0.0,0.0,89,66,6,6,58,1,375,26.36388888888889,1.81
523,c5bdb6e3,Reiss Nelson,152,0,0.0,0.0,0.0,0.0,35,21,0,0,12,0,133,25.085714285714282,1.9800000000000004
524,dd323728,Neco Williams,97,0,0.0,0.0,0.0,0.0,2,9,0,0,10,0,76,21.88947368421053,0.11
525,02b29014,Abdoulaye Doucoure,316,0,0.0,0.0,0.0,0.0,35,32,0,0,61,0,274,11.446153846153846,0.8600000000000001
526,a4ac4b8f,Willy Boly,292,0,0.0,0.0,0.0,0.0,15,7,0,0,36,6,79,11.460869565217392,0.9500000000000002
527,42130443,Zack Steffen,151,202,21.28,617.0,74.54705882352941,29.570588235294117,0,0,0,0,7,0,0,0.0,0.0
528,2928dca2,Conor Coady,419,0,0.0,0.0,0.0,0.0,17,14,1,1,50,2,25,14.779310344827586,2.8000000000000003
529,93feac6e,Patrick Bamford,311,0,0.0,0.0,0.0,0.0,110,26,8,12,23,0,468,19.460714285714285,1.37
530,f315ca93,Kostas Tsimikas,156,0,0.0,0.0,0.0,0.0,5,21,0,0,22,1,37,6.015000000000001,0.0
531,ac861941,Eric Dier,371,0,0.0,0.0,0.0,0.0,14,15,0,0,51,0,145,13.48918918918919,0.5700000000000001
532,79c0821a,Mateo Kovacic,458,0,0.0,0.0,0.0,0.0,20,41,0,0,57,3,183,8.045454545454545,1.04
533,86e7deaf,Thiago Silva,518,0,0.0,0.0,0.0,0.0,26,9,0,0,41,2,126,6.758333333333334,1.05
534,b0b4fd3e,Jack Grealish,312,0,0.0,0.0,0.0,0.0,45,52,0,1,47,3,350,13.163333333333334,1.61
535,b66315ae,Gabriel Jesus,308,0,0.0,0.0,0.0,0.0,120,56,5,10,44,1,623,41.327586206896555,4.4300000000000015
536,ab651565,Nathan Redmond,426,0,0.0,0.0,0.0,0.0,49,53,0,0,22,1,412,26.713333333333335,1.87
